,datetime,pm2_5,pm10,no2,so2,co,no,o3,nh3
26222,2023-12-08 14:30:00,27.25,29.5,7.63,13.11,540.73,0.75,115.87,4.56
26223,2023-12-08 15:30:00,33.5,37.06,16.45,16.93,654.22,1.58,105.86,6.46
26224,2023-12-08 16:30:00,45.94,52.21,35.64,21.93,907.9,2.96,82.97,10.01
26225,2023-12-08 17:30:00,55.8,64.86,61.69,25.51,1174.93,2.18,53.64,13.68
26226,2023-12-08 18:30:00,64.04,77.16,82.25,26.23,1441.96,0.46,20.21,18.24
26227,2023-12-08 19:30:00,79.09,98.96,82.94,25.27,1762.39,6.31,1.86,23.31
26228,2023-12-08 20:30:00,97.22,124.55,76.09,24.56,2029.42,13.08,0.14,27.36
26229,2023-12-08 21:30:00,115.35,147.83,70.6,24.56,2243.04,16.76,0.04,30.4
26230,2023-12-08 22:30:00,128.86,165.56,62.38,23.84,2403.26,21.68,0.01,32.42
26231,2023-12-08 23:30:00,127.51,166.14,54.84,21.22,2323.15,24.81,0.0,31.41
26232,2023-12-09 00:30:00,117.33,154.15,47.98,17.64,2109.53,23.92,0.0,27.36
26233,2023-12-09 01:30:00,103.91,136.63,40.78,13.83,1842.5,17.88,0.01,22.04
26234,2023-12-09 02:30:00,84.44,110.54,32.9,10.85,1482.01,10.84,0.08,16.97
26235,2023-12-09 03:30:00,65.77,86.24,26.39,8.58,1148.22,5.36,0.4,13.81
26236,2023-12-09 04:30:00,55.18,72.35,21.93,7.63,947.95,2.74,1.03,12.29
26237,2023-12-09 05:30:00,51.83,66.95,19.88,7.75,881.2,2.4,1.36,11.78
26238,2023-12-09 06:30:00,54.56,69.68,20.05,9.54,947.95,5.25,0.75,12.92
26239,2023-12-09 07:30:00,68.11,87.01,21.25,14.78,1228.33,17.88,0.15,17.99
26240,2023-12-09 08:30:00,85.71,109.27,22.62,20.74,1615.52,38.89,2.35,24.32
26241,2023-12-09 09:30:00,99.2,123.77,29.47,24.8,1842.5,45.15,6.35,26.35
26242,2023-12-09 10:30:00,96.71,116.52,35.99,22.17,1708.98,27.27,20.92,20.01
26243,2023-12-09 11:30:00,79.18,91.7,28.1,19.07,1241.68,8.72,60.08,14.19
26244,2023-12-09 12:30:00,45.8,50.7,7.11,15.97,574.11,1.05,107.29,5.7
26245,2023-12-09 13:30:00,36.02,39.6,4.5,12.52,473.98,0.58,111.58,3.93
26246,2023-12-09 14:30:00,33.45,36.78,4.71,11.44,467.3,0.55,113.01,3.86
26247,2023-12-09 15:30:00,35.15,38.88,8.14,13.11,514.03,0.86,111.58,4.81
26248,2023-12-09 16:30:00,38.43,43.03,15.42,15.74,607.49,1.2,101.57,6.52
26249,2023-12-09 17:30:00,38.66,44.12,23.99,16.21,680.92,0.64,84.4,7.98
26250,2023-12-09 18:30:00,39.38,46.51,28.1,14.9,761.03,0.01,67.23,10.51
26251,2023-12-09 19:30:00,46.97,57.0,31.87,15.5,921.25,0.0,52.21,14.82
26252,2023-12-09 20:30:00,57.74,70.34,36.33,16.69,1108.17,0.0,39.7,18.75
26253,2023-12-09 21:30:00,67.77,81.62,39.07,16.69,1268.39,0.01,30.76,21.28
26254,2023-12-09 22:30:00,71.75,87.0,39.07,14.78,1335.14,0.05,23.25,22.55
26255,2023-12-09 23:30:00,66.68,82.01,36.33,11.68,1228.33,0.1,18.24,20.52
26256,2023-12-10 00:30:00,57.57,71.27,30.85,8.7,1054.76,0.09,16.99,16.72
26257,2023-12-10 01:30:00,52.22,64.41,24.68,7.57,921.25,0.05,18.24,13.93
26258,2023-12-10 02:30:00,48.51,59.57,20.22,7.15,841.14,0.03,19.13,12.03
26259,2023-12-10 03:30:00,46.91,57.65,17.82,6.79,781.06,0.04,17.88,11.15
26260,2023-12-10 04:30:00,47.94,59.09,16.96,6.85,767.71,0.1,14.13,10.89
26261,2023-12-10 05:30:00,50.75,62.58,18.16,7.45,787.73,0.39,9.03,11.15
26262,2023-12-10 06:30:00,57.32,70.71,20.91,9.18,907.9,2.88,2.95,11.91
26263,2023-12-10 07:30:00,70.58,87.78,22.28,12.16,1174.93,13.19,0.19,12.92
26264,2023-12-10 08:30:00,82.2,102.41,21.42,14.19,1428.6,27.72,2.53,13.3
26265,2023-12-10 09:30:00,72.7,87.96,24.68,15.97,1214.98,17.21,17.7,12.79
26266,2023-12-10 10:30:00,69.07,80.6,23.65,18.84,1068.12,9.16,45.06,13.3
26267,2023-12-10 11:30:00,65.97,74.57,17.65,20.03,894.55,4.08,85.83,13.05
26268,2023-12-10 12:30:00,44.99,49.47,5.74,13.11,534.06,0.87,114.44,6.46
26269,2023-12-10 13:30:00,37.63,41.08,4.11,10.13,467.3,0.54,117.3,4.69
26270,2023-12-10 14:30:00,36.65,39.94,4.58,10.13,467.3,0.51,118.73,4.62
26271,2023-12-10 15:30:00,39.4,43.16,8.31,12.52,514.03,0.75,115.87,5.51
26272,2023-12-10 16:30:00,44.08,48.84,15.94,15.74,607.49,0.98,105.86,7.09
26273,2023-12-10 17:30:00,45.63,51.18,24.68,16.69,687.6,0.45,90.12,8.36
26274,2023-12-10 18:30:00,45.17,51.52,26.39,15.74,734.33,0.01,77.25,9.75
26275,2023-12-10 19:30:00,49.05,57.05,26.73,15.74,821.11,0.0,63.66,12.41
26276,2023-12-10 20:30:00,55.45,64.93,29.13,16.93,921.25,0.0,51.5,15.45
26277,2023-12-10 21:30:00,63.66,74.64,31.87,17.88,1054.76,0.0,40.05,19.51
26278,2023-12-10 22:30:00,73.99,88.21,38.39,20.98,1228.33,0.02,28.25,26.85
26279,2023-12-10 23:30:00,80.61,97.5,45.93,23.37,1321.79,0.08,19.31,34.45
26280,2023-12-11 00:30:00,81.75,100.03,50.72,24.32,1308.44,0.14,14.84,41.54
26281,2023-12-11 01:30:00,85.94,105.83,51.41,25.99,1335.14,0.23,10.73,47.62
26282,2023-12-11 02:30:00,89.46,110.05,46.61,24.32,1335.14,0.42,7.15,44.58
26283,2023-12-11 03:30:00,87.41,107.8,38.04,16.45,1268.39,0.78,4.2,25.84
26284,2023-12-11 04:30:00,85.21,104.97,32.22,12.64,1214.98,1.51,2.21,17.48
26285,2023-12-11 05:30:00,86.15,105.79,29.47,12.16,1228.33,3.49,0.76,14.95
26286,2023-12-11 06:30:00,92.96,113.45,27.76,14.31,1361.85,9.95,0.12,15.2
26287,2023-12-11 07:30:00,109.06,134.16,25.7,19.07,1708.98,27.72,0.32,18.24
26288,2023-12-11 08:30:00,124.33,154.3,25.02,22.65,2082.82,50.51,2.91,21.03
26289,2023-12-11 09:30:00,125.62,153.57,33.59,25.03,2056.12,46.04,11.62,21.28
26290,2023-12-11 10:30:00,122.54,144.09,42.84,26.23,1762.39,21.46,44.35,19.51
26291,2023-12-11 11:30:00,115.2,130.14,31.19,26.94,1335.14,7.04,104.43,16.21
26292,2023-12-11 12:30:00,61.41,68.1,9.68,16.45,634.19,0.92,125.89,8.49
26293,2023-12-11 13:30:00,49.76,54.71,6.68,12.99,534.06,0.68,123.02,6.02
26294,2023-12-11 14:30:00,49.78,54.4,6.77,13.59,527.38,0.66,127.32,5.64
26295,2023-12-11 15:30:00,55.58,60.85,11.48,16.69,594.14,0.96,128.75,6.46
26296,2023-12-11 16:30:00,64.15,71.0,22.96,20.27,720.98,1.3,120.16,8.36
26297,2023-12-11 17:30:00,69.78,78.39,36.67,22.17,834.47,0.59,103.0,10.13
26298,2023-12-11 18:30:00,79.13,92.57,55.52,21.93,1108.17,0.01,62.94,15.07
26299,2023-12-11 19:30:00,94.92,116.78,71.29,21.93,1441.96,0.18,22.17,21.79
26300,2023-12-11 20:30:00,107.97,138.61,73.34,21.7,1642.23,2.12,5.1,27.36
26301,2023-12-11 21:30:00,123.81,162.77,70.6,23.84,1869.2,6.03,0.97,34.45
26302,2023-12-11 22:30:00,146.28,191.73,69.92,29.56,2189.64,11.73,0.11,42.05
26303,2023-12-11 23:30:00,165.88,214.1,71.97,35.29,2429.96,18.33,0.01,49.14
26304,2023-12-12 00:30:00,173.96,218.91,80.2,42.44,2510.07,19.22,0.01,58.26
26305,2023-12-12 01:30:00,175.16,217.79,84.31,47.21,2483.37,16.99,0.01,65.86
26306,2023-12-12 02:30:00,176.25,219.8,83.63,48.64,2429.96,14.98,0.02,72.96
26307,2023-12-12 03:30:00,159.56,204.05,75.4,42.92,2136.23,10.62,0.13,74.98
26308,2023-12-12 04:30:00,143.99,188.48,67.17,37.67,1842.5,6.65,0.35,77.01
26309,2023-12-12 05:30:00,140.51,184.53,63.75,37.19,1762.39,5.81,0.43,82.08
26310,2023-12-12 06:30:00,151.01,196.92,65.12,42.92,1949.31,11.51,0.09,93.22
26311,2023-12-12 07:30:00,170.74,221.86,65.8,51.5,2323.15,29.06,0.02,103.35
26312,2023-12-12 08:30:00,186.75,241.21,65.8,57.7,2670.29,51.86,0.68,106.39
26313,2023-12-12 09:30:00,186.84,231.94,61.01,47.68,2643.59,48.28,3.08,66.88
26314,2023-12-12 10:30:00,188.56,225.3,62.38,44.35,2616.88,38.89,9.03,47.12
26315,2023-12-12 11:30:00,172.22,200.28,65.12,43.87,2296.45,19.89,28.25,35.46
26316,2023-12-12 12:30:00,83.37,94.78,22.62,25.51,974.66,3.07,104.43,14.44
26317,2023-12-12 13:30:00,63.46,71.04,12.0,18.36,694.27,0.88,125.89,8.87
26318,2023-12-12 14:30:00,60.7,67.49,10.54,17.88,640.87,0.56,131.61,7.85
26319,2023-12-12 15:30:00,67.6,76.31,23.99,19.79,801.09,0.82,105.86,9.75
26320,2023-12-12 16:30:00,79.89,92.26,47.98,21.7,1094.82,1.22,66.52,13.3
26321,2023-12-12 17:30:00,88.93,104.8,74.71,22.65,1348.5,0.91,33.26,16.72
26322,2023-12-12 18:30:00,96.66,116.52,89.11,23.37,1562.12,0.88,11.98,21.03
26323,2023-12-12 19:30:00,108.82,136.04,87.74,24.32,1762.39,4.69,2.3,27.61
26324,2023-12-12 20:30:00,122.16,158.09,80.88,25.27,1895.9,8.83,0.45,34.45
26325,2023-12-12 21:30:00,135.71,176.56,78.14,28.61,2002.72,8.27,0.54,40.53
26326,2023-12-12 22:30:00,146.02,190.39,74.71,31.47,2056.12,8.72,0.4,44.08
26327,2023-12-12 23:30:00,137.96,182.11,65.8,27.89,1842.5,7.93,0.47,41.54
26328,2023-12-13 00:30:00,122.07,161.35,56.89,23.84,1455.31,4.19,1.39,38.5
26329,2023-12-13 01:30:00,121.22,156.66,53.47,25.99,1321.79,1.41,3.71,41.04
26330,2023-12-13 02:30:00,129.25,163.71,54.15,30.52,1375.2,0.61,5.81,48.13
26331,2023-12-13 03:30:00,135.04,169.0,52.09,33.38,1375.2,0.27,9.48,54.21
26332,2023-12-13 04:30:00,138.79,172.72,50.72,35.29,1375.2,0.17,11.62,59.78
26333,2023-12-13 05:30:00,147.63,183.44,56.21,39.58,1508.71,0.73,7.15,67.89
26334,2023-12-13 06:30:00,168.16,209.64,65.12,46.25,1869.2,7.04,0.93,74.98
26335,2023-12-13 07:30:00,195.71,244.76,68.55,55.79,2429.96,28.61,0.03,83.09
26336,2023-12-13 08:30:00,219.53,274.72,69.92,65.8,2990.72,61.69,1.54,92.21
26337,2023-12-13 09:30:00,243.6,301.34,74.71,72.48,3417.97,79.57,8.14,94.23
26338,2023-12-13 10:30:00,265.06,318.94,90.48,67.71,3524.78,59.9,23.96,79.04
26339,2023-12-13 11:30:00,270.23,312.31,91.85,51.5,3150.94,25.26,70.81,49.65
26340,2023-12-13 12:30:00,108.88,121.06,20.91,26.23,1028.06,2.82,140.19,15.33
26341,2023-12-13 13:30:00,78.11,86.01,8.57,16.93,680.92,0.92,157.36,9.25
26342,2023-12-13 14:30:00,70.27,77.3,6.94,14.78,607.49,0.66,160.22,7.85
26343,2023-12-13 15:30:00,73.08,81.27,16.11,15.97,720.98,1.55,135.9,8.99
26344,2023-12-13 16:30:00,81.3,91.82,33.59,18.84,974.66,2.63,100.14,11.53
26345,2023-12-13 17:30:00,85.76,98.0,52.78,20.27,1188.28,1.42,64.37,13.93
26346,2023-12-13 18:30:00,87.15,100.47,55.52,20.74,1268.39,0.03,45.42,16.21
26347,2023-12-13 19:30:00,94.67,109.84,50.72,22.41,1335.14,0.0,39.34,19.25
26348,2023-12-13 20:30:00,106.92,123.57,47.98,24.56,1455.31,0.0,35.05,22.29
26349,2023-12-13 21:30:00,115.27,131.88,43.53,24.56,1508.71,0.0,38.62,23.81
26350,2023-12-13 22:30:00,115.99,132.61,40.1,22.41,1468.66,0.0,41.48,24.07
26351,2023-12-13 23:30:00,108.41,123.55,37.01,18.84,1335.14,0.0,43.63,22.04
26352,2023-12-14 00:30:00,94.69,106.94,30.5,14.66,1108.17,0.0,47.92,18.49
26353,2023-12-14 01:30:00,87.39,98.37,25.02,12.28,961.3,0.0,49.35,17.23
26354,2023-12-14 02:30:00,84.28,94.93,21.25,10.85,894.55,0.0,47.21,15.96
26355,2023-12-14 03:30:00,83.93,94.77,19.71,10.01,854.49,0.0,42.2,14.19
26356,2023-12-14 04:30:00,85.1,96.57,20.22,10.01,881.2,0.0,34.33,12.92
26357,2023-12-14 05:30:00,88.19,100.59,23.31,10.73,934.6,0.04,25.03,12.41
26358,2023-12-14 06:30:00,95.08,109.66,30.85,13.23,1081.47,0.95,12.34,13.55
26359,2023-12-14 07:30:00,110.55,129.62,39.41,18.36,1441.96,9.83,1.05,17.23
26360,2023-12-14 08:30:00,119.55,140.7,39.41,22.41,1682.28,24.14,2.64,19.51
26361,2023-12-14 09:30:00,109.08,127.09,35.64,23.6,1482.01,19.22,15.56,19.51
26362,2023-12-14 10:30:00,98.13,112.71,27.76,22.65,1174.93,9.61,43.27,17.73
26363,2023-12-14 11:30:00,90.95,102.72,17.99,21.46,894.55,3.8,86.55,14.44
26364,2023-12-14 12:30:00,63.71,70.65,6.51,13.95,540.73,0.92,124.45,7.79
26365,2023-12-14 13:30:00,53.75,58.9,5.1,12.04,460.62,0.67,130.18,5.38
26366,2023-12-14 14:30:00,51.67,56.34,5.36,11.92,440.6,0.65,131.61,4.88
26367,2023-12-14 15:30:00,54.43,59.47,9.08,15.02,487.33,0.96,127.32,5.7
26368,2023-12-14 16:30:00,58.63,64.19,14.39,17.64,560.76,1.03,115.87,6.84
26369,2023-12-14 17:30:00,59.88,65.83,19.54,17.17,614.17,0.39,101.57,7.47
26370,2023-12-14 18:30:00,62.44,69.42,23.65,16.69,700.95,0.01,86.55,9.12
26371,2023-12-14 19:30:00,73.38,82.82,31.19,20.27,907.9,0.0,68.66,13.68
26372,2023-12-14 20:30:00,85.78,97.45,36.33,23.13,1094.82,0.0,57.94,17.73
26373,2023-12-14 21:30:00,103.17,117.84,42.5,24.32,1375.2,0.0,43.63,22.55
26374,2023-12-14 22:30:00,120.95,139.19,49.35,23.37,1628.88,0.03,27.18,26.09
26375,2023-12-14 23:30:00,126.13,145.32,52.09,20.03,1695.63,0.22,15.91,25.59
26376,2023-12-15 00:30:00,120.0,137.58,48.67,15.74,1562.12,0.37,11.18,22.04
26377,2023-12-15 01:30:00,110.78,126.55,40.44,12.64,1375.2,0.17,13.41,16.97
26378,2023-12-15 02:30:00,100.33,114.43,31.87,10.37,1161.58,0.06,17.34,12.41
26379,2023-12-15 03:30:00,94.66,108.15,27.42,9.18,1041.41,0.05,18.24,9.88
26380,2023-12-15 04:30:00,93.87,107.4,26.39,9.18,1001.36,0.09,15.91,9.25
26381,2023-12-15 05:30:00,96.68,110.7,28.1,9.78,1028.06,0.39,10.82,9.25
26382,2023-12-15 06:30:00,104.22,120.22,32.56,12.16,1161.58,3.55,3.62,10.51
26383,2023-12-15 07:30:00,121.17,142.09,34.62,16.93,1522.06,18.33,0.1,13.93
26384,2023-12-15 08:30:00,133.84,157.85,34.27,20.74,1842.5,37.55,1.83,16.21
26385,2023-12-15 09:30:00,133.37,155.84,35.99,23.37,1815.8,36.21,9.57,17.48
26386,2023-12-15 10:30:00,124.64,143.01,37.01,24.56,1588.82,21.46,27.89,19.25
26387,2023-12-15 11:30:00,108.06,122.05,28.45,24.32,1174.93,8.72,66.52,17.99
26388,2023-12-15 12:30:00,65.98,73.22,7.88,15.14,540.73,1.22,120.16,7.73
26389,2023-12-15 13:30:00,56.5,62.12,5.23,12.64,447.27,0.71,130.18,4.81
26390,2023-12-15 14:30:00,54.53,59.79,5.4,12.52,433.92,0.67,130.18,4.24
26391,2023-12-15 15:30:00,56.31,61.85,9.17,15.02,480.65,1.02,123.02,5.0
26392,2023-12-15 16:30:00,60.52,66.84,17.31,18.6,587.46,1.34,108.72,6.84
26393,2023-12-15 17:30:00,63.01,70.11,26.73,20.27,694.27,0.61,91.55,8.49
26394,2023-12-15 18:30:00,68.92,78.08,35.3,20.98,854.49,0.01,68.66,11.53
26395,2023-12-15 19:30:00,85.34,98.52,45.93,23.6,1174.93,0.0,43.27,17.48
26396,2023-12-15 20:30:00,104.11,120.63,54.84,25.51,1468.66,0.04,26.82,22.29
26397,2023-12-15 21:30:00,121.2,140.26,60.32,25.51,1695.63,0.26,16.45,26.09
26398,2023-12-15 22:30:00,132.99,154.36,62.38,23.37,1842.5,1.15,7.96,28.12
26399,2023-12-15 23:30:00,132.06,153.22,59.63,19.55,1815.8,2.54,3.53,27.11
26400,2023-12-16 00:30:00,119.91,138.28,53.47,14.66,1588.82,1.84,4.02,23.05
26401,2023-12-16 01:30:00,105.86,121.81,42.16,10.73,1308.44,0.33,9.03,19.0
26402,2023-12-16 02:30:00,93.62,108.11,31.87,8.11,1068.12,0.1,13.41,16.21
26403,2023-12-16 03:30:00,85.09,99.11,25.7,6.38,907.9,0.08,14.48,14.44
26404,2023-12-16 04:30:00,81.99,95.99,22.96,6.2,847.82,0.14,12.52,14.06
26405,2023-12-16 05:30:00,83.21,97.5,23.65,6.97,867.84,0.45,8.58,14.57
26406,2023-12-16 06:30:00,89.76,105.46,27.08,9.18,988.01,2.96,3.08,15.96
26407,2023-12-16 07:30:00,105.57,125.45,28.79,12.99,1308.44,14.98,0.13,17.99
26408,2023-12-16 08:30:00,120.53,144.4,28.45,16.45,1628.88,33.08,1.56,19.51
26409,2023-12-16 09:30:00,130.15,154.55,31.19,20.27,1762.39,38.0,7.51,20.52
26410,2023-12-16 10:30:00,140.58,162.6,38.73,22.89,1789.09,26.15,24.32,20.01
26411,2023-12-16 11:30:00,137.61,153.79,33.93,23.13,1428.6,9.95,70.1,16.47
26412,2023-12-16 12:30:00,87.66,94.98,7.97,16.45,587.46,1.17,124.45,5.64
26413,2023-12-16 13:30:00,76.78,82.66,4.46,12.76,473.98,0.55,134.47,3.7
26414,2023-12-16 14:30:00,75.4,81.02,4.5,12.28,460.62,0.48,137.33,3.61
26415,2023-12-16 15:30:00,78.69,84.83,8.91,13.71,527.38,0.82,130.18,4.94
26416,2023-12-16 16:30:00,84.54,91.86,17.99,15.74,654.22,1.06,113.01,7.16
26417,2023-12-16 17:30:00,87.88,96.39,29.13,16.93,787.73,0.43,92.98,9.37
26418,2023-12-16 18:30:00,91.65,101.77,34.27,16.93,907.9,0.01,76.53,12.16
26419,2023-12-16 19:30:00,100.53,113.53,36.67,16.69,1054.76,0.0,60.8,15.96
26420,2023-12-16 20:30:00,110.41,126.1,38.39,16.21,1188.28,0.0,48.64,19.0
26421,2023-12-16 21:30:00,116.45,132.77,37.01,15.26,1228.33,0.0,45.78,20.27
26422,2023-12-16 22:30:00,113.25,128.45,32.22,13.35,1121.52,0.0,51.5,19.51
26423,2023-12-16 23:30:00,103.26,116.12,25.36,10.25,907.9,0.0,57.94,17.73
26424,2023-12-17 00:30:00,94.59,105.11,19.54,7.87,734.33,0.0,58.65,15.2
26425,2023-12-17 01:30:00,93.73,103.52,16.62,7.27,680.92,0.0,52.21,13.43
26426,2023-12-17 02:30:00,95.86,105.33,15.08,7.21,674.25,0.0,45.42,12.03
26427,2023-12-17 03:30:00,98.01,107.68,14.74,7.45,680.92,0.0,40.77,11.27
26428,2023-12-17 04:30:00,99.83,109.75,14.91,7.99,694.27,0.0,37.19,11.65
26429,2023-12-17 05:30:00,102.32,112.64,16.62,9.18,720.98,0.01,33.62,13.17
26430,2023-12-17 06:30:00,107.06,118.76,22.62,11.56,814.44,0.08,26.46,15.58
26431,2023-12-17 07:30:00,119.29,134.74,35.99,15.26,1068.12,1.54,10.55,17.73
26432,2023-12-17 08:30:00,129.31,147.38,40.78,17.64,1295.09,9.16,5.9,17.99
26433,2023-12-17 09:30:00,129.55,146.1,34.96,18.36,1255.04,10.51,20.03,15.45
26434,2023-12-17 10:30:00,123.77,136.56,26.39,18.12,1041.41,6.15,42.92,13.55
26435,2023-12-17 11:30:00,112.77,122.26,17.31,17.64,767.71,2.6,67.95,12.29
26436,2023-12-17 12:30:00,94.97,101.63,6.68,12.99,500.68,0.57,92.98,5.95
26437,2023-12-17 13:30:00,84.94,90.81,5.23,10.37,467.3,0.42,94.41,4.12
26438,2023-12-17 14:30:00,80.77,86.22,5.4,9.66,467.3,0.39,92.98,3.89
26439,2023-12-17 15:30:00,77.81,83.04,6.85,10.37,487.33,0.53,90.12,4.05
26440,2023-12-17 16:30:00,74.43,79.68,10.02,11.56,527.38,0.62,84.4,4.69
26441,2023-12-17 17:30:00,69.39,74.67,13.37,11.56,560.76,0.28,77.25,5.13
26442,2023-12-17 18:30:00,72.05,79.12,22.62,11.92,714.3,0.01,57.94,8.11
26443,2023-12-17 19:30:00,88.49,99.49,34.62,15.02,1014.71,0.01,34.33,14.06
26444,2023-12-17 20:30:00,106.36,120.96,41.13,16.69,1255.04,0.09,21.46,18.75
26445,2023-12-17 21:30:00,116.77,132.67,39.76,16.21,1335.14,0.13,18.6,20.77
26446,2023-12-17 22:30:00,116.37,131.53,34.27,14.19,1241.68,0.07,21.46,19.76
26447,2023-12-17 23:30:00,108.44,120.6,25.7,11.32,974.66,0.01,32.19,16.21
26448,2023-12-18 00:30:00,102.33,111.31,17.14,9.42,707.63,0.0,49.35,12.16
26449,2023-12-18 01:30:00,104.83,113.09,14.05,9.42,627.52,0.0,55.79,10.39
26450,2023-12-18 02:30:00,107.26,115.41,12.34,9.3,607.49,0.0,57.22,9.25
26451,2023-12-18 03:30:00,108.83,117.08,11.65,8.94,600.81,0.0,56.51,8.49
26452,2023-12-18 04:30:00,109.66,117.97,11.48,8.82,600.81,0.0,55.07,7.79
26453,2023-12-18 05:30:00,110.34,118.65,12.51,8.82,614.17,0.0,52.21,7.28
26454,2023-12-18 06:30:00,112.68,121.7,16.28,9.89,680.92,0.0,46.49,7.92
26455,2023-12-18 07:30:00,118.64,130.17,26.73,12.87,854.49,0.05,33.26,10.39
26456,2023-12-18 08:30:00,121.32,134.19,33.59,15.74,961.3,1.2,25.39,12.16
26457,2023-12-18 09:30:00,114.55,126.26,26.39,18.12,867.84,3.32,38.27,12.54
26458,2023-12-18 10:30:00,101.58,111.37,18.51,18.6,714.3,3.35,55.79,11.78
26459,2023-12-18 11:30:00,86.2,94.25,13.02,18.12,567.44,2.4,72.96,10.51
26460,2023-12-18 12:30:00,79.13,85.09,6.34,12.52,423.91,1.05,107.29,4.69
26461,2023-12-18 13:30:00,82.31,87.7,5.06,10.73,407.22,0.7,121.59,2.09
26462,2023-12-18 14:30:00,82.21,87.45,4.97,10.37,407.22,0.6,124.45,1.61
26463,2023-12-18 15:30:00,82.0,87.25,6.43,11.44,427.25,0.66,121.59,1.96
26464,2023-12-18 16:30:00,83.44,89.03,10.02,13.23,473.98,0.66,114.44,2.85
26465,2023-12-18 17:30:00,84.89,90.84,14.57,14.42,520.71,0.26,104.43,3.7
26466,2023-12-18 18:30:00,86.77,93.5,17.65,15.74,587.46,0.01,92.98,5.32
26467,2023-12-18 19:30:00,91.27,99.48,20.73,17.88,667.57,0.0,81.54,8.61
26468,2023-12-18 20:30:00,93.61,102.75,20.73,18.12,700.95,0.0,77.25,10.77
26469,2023-12-18 21:30:00,89.91,99.15,18.16,16.45,674.25,0.0,76.53,11.78
26470,2023-12-18 22:30:00,80.74,89.58,15.94,14.07,634.19,0.0,71.53,12.29
26471,2023-12-18 23:30:00,70.31,78.25,14.05,11.56,560.76,0.0,65.09,12.03
26472,2023-12-19 00:30:00,63.7,70.6,12.0,9.89,494.0,0.0,62.23,11.15
26473,2023-12-19 01:30:00,62.58,69.12,10.71,9.66,473.98,0.0,60.8,11.15
26474,2023-12-19 02:30:00,63.44,69.79,10.11,9.66,473.98,0.0,59.37,11.15
26475,2023-12-19 03:30:00,64.72,71.24,10.28,9.42,487.33,0.0,56.51,11.15
26476,2023-12-19 04:30:00,67.15,74.19,11.31,9.3,514.03,0.0,51.5,11.02
26477,2023-12-19 05:30:00,70.16,77.97,13.54,9.78,560.76,0.0,45.78,10.89
26478,2023-12-19 06:30:00,75.98,85.56,19.88,11.68,667.57,0.01,37.55,12.16
26479,2023-12-19 07:30:00,87.28,100.05,34.62,16.21,921.25,0.3,21.82,15.2
26480,2023-12-19 08:30:00,95.49,109.7,43.53,20.5,1094.82,3.49,14.31,17.48
26481,2023-12-19 09:30:00,92.58,104.83,32.22,22.41,988.01,6.2,33.62,16.72
26482,2023-12-19 10:30:00,87.62,97.82,21.25,20.98,787.73,4.69,59.37,13.3
26483,2023-12-19 11:30:00,83.28,91.78,13.37,19.31,607.49,2.51,88.69,10.51
26484,2023-12-19 12:30:00,83.58,90.51,6.94,14.07,460.62,0.91,117.3,6.27
26485,2023-12-19 13:30:00,91.18,97.67,5.74,12.4,433.92,0.67,130.18,3.42
26486,2023-12-19 14:30:00,94.29,100.71,5.83,12.28,427.25,0.64,133.04,2.75
26487,2023-12-19 15:30:00,96.84,103.42,7.8,13.59,447.27,0.73,131.61,2.94
26488,2023-12-19 16:30:00,99.29,106.28,12.34,15.97,500.68,0.73,123.02,3.86
26489,2023-12-19 17:30:00,99.73,107.09,17.48,17.17,547.41,0.27,111.58,4.88
26490,2023-12-19 18:30:00,98.48,106.3,19.54,17.88,594.14,0.01,103.0,6.21
26491,2023-12-19 19:30:00,93.11,101.55,20.91,18.36,647.54,0.0,92.98,8.87
26492,2023-12-19 20:30:00,83.07,91.62,19.54,16.93,654.22,0.0,83.68,10.89
26493,2023-12-19 21:30:00,77.54,86.26,17.82,15.26,654.22,0.0,75.82,12.54
26494,2023-12-19 22:30:00,80.83,90.48,18.85,14.66,700.95,0.0,67.23,14.44
26495,2023-12-19 23:30:00,82.67,92.27,19.36,13.11,680.92,0.0,61.51,14.57
26496,2023-12-20 00:30:00,80.63,89.28,18.51,11.09,634.19,0.0,57.94,13.93
26497,2023-12-20 01:30:00,79.73,88.04,16.79,10.25,614.17,0.0,55.07,14.19
26498,2023-12-20 02:30:00,80.64,88.98,15.25,9.78,614.17,0.0,52.93,14.06
26499,2023-12-20 03:30:00,83.28,92.15,15.08,9.54,634.19,0.0,49.35,13.55
26500,2023-12-20 04:30:00,87.96,97.73,16.45,9.54,687.6,0.0,42.56,12.92
26501,2023-12-20 05:30:00,94.05,105.01,20.05,10.25,761.03,0.01,34.33,12.67
26502,2023-12-20 06:30:00,104.29,117.77,29.13,12.76,934.6,0.28,21.64,14.69
26503,2023-12-20 07:30:00,123.05,141.88,43.53,17.64,1295.09,5.42,4.11,19.51
26504,2023-12-20 08:30:00,135.64,157.89,44.55,20.74,1588.82,19.45,3.62,23.05
26505,2023-12-20 09:30:00,132.47,152.42,40.44,22.65,1468.66,17.88,18.42,21.79
26506,2023-12-20 10:30:00,128.67,145.08,32.9,23.6,1241.68,11.51,41.48,18.75
26507,2023-12-20 11:30:00,122.88,135.61,23.31,24.08,947.95,5.59,78.68,15.07
26508,2023-12-20 12:30:00,108.04,116.55,10.2,18.84,587.46,1.54,127.32,7.47
26509,2023-12-20 13:30:00,105.22,112.77,7.11,15.5,514.03,0.87,143.05,5.07
