,datetime,pm2_5,pm10,no2,so2,co,no,o3,nh3
0,2020-11-27 00:30:00,83.16,92.36,16.79,7.87,594.14,0.0,70.1,14.06
1,2020-11-27 01:30:00,90.66,99.77,14.91,7.63,594.14,0.0,67.23,14.31
2,2020-11-27 02:30:00,97.52,106.75,13.37,7.75,607.49,0.0,62.94,12.79
3,2020-11-27 03:30:00,101.66,111.12,12.51,7.75,614.17,0.0,57.22,11.4
4,2020-11-27 04:30:00,103.59,113.04,12.51,7.51,627.52,0.0,52.21,10.13
5,2020-11-27 05:30:00,105.5,115.07,14.57,7.75,660.9,0.0,45.78,9.12
6,2020-11-27 06:30:00,109.98,120.72,21.94,9.54,774.38,0.02,37.55,10.51
7,2020-11-27 07:30:00,120.74,134.52,38.04,13.47,1014.71,0.28,25.03,15.45
8,2020-11-27 08:30:00,127.73,141.48,40.78,16.21,1028.06,1.9,34.69,16.09
9,2020-11-27 09:30:00,123.79,133.64,22.96,17.41,767.71,2.4,72.24,11.15
10,2020-11-27 10:30:00,109.72,116.92,13.02,15.74,614.17,2.29,89.41,8.87
11,2020-11-27 11:30:00,94.53,99.93,7.97,13.47,507.36,1.5,101.57,7.66
12,2020-11-27 12:30:00,50.01,52.65,3.43,6.91,353.81,0.71,85.83,4.43
13,2020-11-27 13:30:00,30.66,32.37,2.72,4.77,307.08,0.6,73.67,3.29
14,2020-11-27 14:30:00,24.93,26.29,2.55,3.87,300.41,0.5,72.24,2.95
15,2020-11-27 15:30:00,24.2,25.6,3.51,4.47,310.42,0.59,71.53,3.1
16,2020-11-27 16:30:00,25.37,27.11,5.57,5.36,333.79,0.65,71.53,3.71
17,2020-11-27 17:30:00,28.54,30.68,8.23,5.84,363.83,0.29,71.53,4.18
18,2020-11-27 18:30:00,35.25,38.01,9.68,6.5,393.87,0.0,73.67,4.62
19,2020-11-27 19:30:00,47.46,51.3,10.63,7.75,440.6,0.0,77.25,5.32
20,2020-11-27 20:30:00,60.91,65.7,10.54,8.7,473.98,0.0,82.97,5.7
21,2020-11-27 21:30:00,73.9,79.04,9.85,9.18,480.65,0.0,87.26,5.57
22,2020-11-27 22:30:00,86.68,91.68,8.57,9.18,460.63,0.0,88.69,4.62
23,2020-11-27 23:30:00,94.67,98.63,7.11,9.06,423.91,0.0,88.69,3.2
24,2020-11-28 00:30:00,90.97,93.62,5.1,7.99,383.85,0.0,87.26,1.84
25,2020-11-28 01:30:00,88.79,91.25,4.03,7.27,367.17,0.0,85.83,1.58
26,2020-11-28 02:30:00,92.22,95.01,3.77,7.75,370.5,0.0,86.55,1.62
27,2020-11-28 03:30:00,92.21,94.75,3.86,8.23,373.84,0.0,85.12,2.01
28,2020-11-28 04:30:00,87.13,89.16,4.16,8.35,377.18,0.0,80.11,2.53
29,2020-11-28 05:30:00,81.27,82.97,4.71,8.35,380.52,0.0,74.39,2.76
30,2020-11-28 06:30:00,77.91,79.86,6.0,8.58,397.21,0.0,70.1,3.23
31,2020-11-28 07:30:00,76.67,79.32,8.4,9.54,427.25,0.0,66.52,3.96
32,2020-11-28 08:30:00,72.6,75.37,9.43,10.25,440.6,0.03,66.52,4.12
33,2020-11-28 09:30:00,61.44,63.61,7.11,9.66,407.22,0.11,70.81,3.42
34,2020-11-28 10:30:00,57.11,59.08,5.83,9.42,397.21,0.17,75.1,3.33
35,2020-11-28 11:30:00,57.85,59.83,4.76,8.7,387.19,0.2,80.11,3.2
36,2020-11-28 12:30:00,50.04,51.74,4.07,7.75,383.85,0.26,83.69,2.85
37,2020-11-28 13:30:00,43.6,45.14,4.46,7.51,390.53,0.22,83.69,2.79
38,2020-11-28 14:30:00,42.19,43.72,5.1,7.87,400.54,0.16,83.69,3.1
39,2020-11-28 15:30:00,42.14,43.78,6.77,9.66,427.25,0.12,82.97,3.74
40,2020-11-28 16:30:00,45.82,47.75,9.25,12.4,473.98,0.08,83.69,4.43
41,2020-11-28 17:30:00,54.04,56.53,12.0,14.07,534.06,0.02,82.97,5.07
42,2020-11-28 18:30:00,62.2,65.27,12.68,13.71,574.11,0.0,79.39,5.95
43,2020-11-28 19:30:00,62.46,65.93,12.34,12.52,614.17,0.0,74.39,7.03
44,2020-11-28 20:30:00,58.81,62.41,11.48,11.56,634.19,0.0,71.53,7.79
45,2020-11-28 21:30:00,53.69,57.1,10.11,10.37,627.52,0.0,70.1,7.73
46,2020-11-28 22:30:00,48.96,51.98,9.0,9.18,607.49,0.0,68.67,7.16
47,2020-11-28 23:30:00,44.19,46.51,7.88,7.99,567.44,0.0,67.95,5.95
48,2020-11-29 00:30:00,39.94,41.57,6.68,6.97,527.38,0.0,67.95,4.81
49,2020-11-29 01:30:00,35.34,36.73,6.0,6.86,507.36,0.0,67.23,4.37
50,2020-11-29 02:30:00,34.61,36.01,5.66,6.74,500.68,0.0,66.52,4.31
51,2020-11-29 03:30:00,36.06,37.65,5.74,6.97,500.68,0.0,63.66,4.43
52,2020-11-29 04:30:00,38.18,40.09,6.43,7.87,514.03,0.0,59.37,4.56
53,2020-11-29 05:30:00,38.74,40.99,7.54,8.58,527.38,0.0,53.64,4.56
54,2020-11-29 06:30:00,38.65,41.47,9.6,9.78,567.44,0.0,47.21,4.88
55,2020-11-29 07:30:00,37.85,41.43,13.37,11.8,640.87,0.03,40.77,5.64
56,2020-11-29 08:30:00,33.75,37.35,13.88,13.35,667.57,1.13,41.49,5.7
57,2020-11-29 09:30:00,25.33,27.87,9.17,11.21,574.11,1.51,57.22,4.43
58,2020-11-29 10:30:00,22.06,24.13,6.77,10.01,507.36,1.08,70.81,4.18
59,2020-11-29 11:30:00,21.95,23.81,5.57,9.18,480.65,0.75,80.82,3.93
60,2020-11-29 12:30:00,18.47,19.91,4.33,7.57,433.92,0.52,85.12,3.29
61,2020-11-29 13:30:00,15.8,16.99,4.11,6.97,410.56,0.44,84.4,3.01
62,2020-11-29 14:30:00,15.02,16.14,4.24,6.8,400.54,0.38,82.97,2.98
63,2020-11-29 15:30:00,18.41,20.19,9.08,10.01,467.3,0.87,80.11,4.81
64,2020-11-29 16:30:00,23.41,26.11,16.45,13.71,574.11,1.27,73.67,7.03
65,2020-11-29 17:30:00,25.92,29.31,22.96,14.42,654.22,0.71,62.23,8.04
66,2020-11-29 18:30:00,36.06,43.29,41.81,14.54,934.6,0.13,29.68,13.3
67,2020-11-29 19:30:00,61.33,75.15,53.47,18.84,1455.31,5.03,3.26,21.53
68,2020-11-29 20:30:00,96.96,116.38,51.41,23.37,2029.42,17.21,0.07,28.63
69,2020-11-29 21:30:00,129.01,151.24,51.41,24.8,2429.96,21.91,0.02,30.4
70,2020-11-29 22:30:00,137.83,161.0,50.04,21.7,2456.67,21.01,0.02,24.32
71,2020-11-29 23:30:00,123.37,145.16,46.61,15.97,2162.93,17.21,0.05,16.21
72,2020-11-30 00:30:00,100.18,118.26,42.5,10.85,1762.39,11.06,0.21,10.64
73,2020-11-30 01:30:00,85.87,101.64,37.36,9.89,1495.36,6.31,0.65,9.12
74,2020-11-30 02:30:00,75.65,89.8,31.53,9.54,1295.09,2.85,1.81,8.36
75,2020-11-30 03:30:00,70.67,84.37,27.08,9.06,1188.28,1.55,2.75,8.36
76,2020-11-30 04:30:00,69.49,83.31,23.99,9.42,1148.22,1.54,2.75,8.87
77,2020-11-30 05:30:00,71.44,85.75,22.62,10.49,1174.93,2.96,1.52,9.88
78,2020-11-30 06:30:00,78.69,94.78,22.62,13.59,1335.14,9.95,0.32,11.65
79,2020-11-30 07:30:00,103.05,125.04,23.99,19.31,1869.2,31.74,0.06,13.81
80,2020-11-30 08:30:00,121.61,146.26,28.1,23.6,2323.15,53.2,2.39,14.57
81,2020-11-30 09:30:00,74.91,86.7,33.93,27.9,1388.55,14.98,33.26,12.29
82,2020-11-30 10:30:00,60.14,67.45,23.31,25.51,961.3,5.14,81.54,11.4
83,2020-11-30 11:30:00,55.24,60.45,13.2,23.13,700.95,2.1,121.59,10.01
84,2020-11-30 12:30:00,39.93,42.84,5.36,13.11,473.98,0.73,124.45,5.51
85,2020-11-30 13:30:00,32.9,35.15,4.71,11.09,427.25,0.64,121.59,4.37
86,2020-11-30 14:30:00,30.68,32.82,5.31,11.33,423.91,0.65,120.16,4.37
87,2020-11-30 15:30:00,38.22,42.46,17.65,15.14,607.49,2.1,108.72,7.98
88,2020-11-30 16:30:00,51.34,58.71,39.76,19.79,947.95,3.86,82.97,12.79
89,2020-11-30 17:30:00,60.12,69.86,64.43,22.17,1255.04,2.88,43.99,15.96
90,2020-11-30 18:30:00,66.53,79.75,76.08,22.41,1482.01,2.15,9.3,20.01
91,2020-11-30 19:30:00,83.17,103.61,66.49,23.6,1815.8,13.41,0.32,26.09
92,2020-11-30 20:30:00,103.34,131.71,57.58,23.84,2109.53,22.58,0.02,27.61
93,2020-11-30 21:30:00,120.35,153.22,52.78,23.13,2269.75,23.69,0.01,24.83
94,2020-11-30 22:30:00,125.68,158.18,51.41,21.7,2269.75,21.01,0.02,21.28
95,2020-11-30 23:30:00,111.42,138.2,51.41,17.64,2002.72,16.09,0.05,16.72
96,2020-12-01 00:30:00,92.88,112.69,47.98,13.11,1642.23,10.51,0.13,11.91
97,2020-12-01 01:30:00,84.76,101.99,41.47,10.73,1468.66,7.82,0.32,9.63
98,2020-12-01 02:30:00,76.68,92.27,34.62,9.66,1281.74,4.47,0.91,8.99
99,2020-12-01 03:30:00,72.07,87.91,29.47,9.18,1174.93,3.05,1.14,9.25
100,2020-12-01 04:30:00,71.46,88.47,25.36,8.82,1134.87,3.8,0.71,9.12
101,2020-12-01 05:30:00,72.48,91.15,22.28,8.94,1148.22,6.87,0.24,9.25
102,2020-12-01 06:30:00,79.05,100.56,20.05,11.21,1295.09,15.87,0.04,10.51
103,2020-12-01 07:30:00,106.16,135.17,19.71,17.17,1869.2,42.92,0.02,14.19
104,2020-12-01 08:30:00,141.03,176.63,21.76,22.41,2616.88,81.36,0.82,16.72
105,2020-12-01 09:30:00,91.22,109.02,34.96,27.42,1548.77,28.39,16.45,15.07
106,2020-12-01 10:30:00,87.87,99.8,32.9,31.47,1134.87,10.06,58.65,14.06
107,2020-12-01 11:30:00,91.84,100.58,20.91,33.38,841.14,3.63,115.87,11.02
108,2020-12-01 12:30:00,76.64,82.15,7.11,23.37,494.0,0.83,137.33,5.0
109,2020-12-01 13:30:00,66.36,70.67,5.18,16.69,410.56,0.52,131.61,3.2
110,2020-12-01 14:30:00,60.07,63.88,5.27,13.47,380.52,0.42,124.45,3.07
111,2020-12-01 15:30:00,63.9,69.2,16.11,15.26,520.71,1.1,107.29,6.27
112,2020-12-01 16:30:00,75.72,83.69,36.33,20.98,827.79,2.18,82.97,11.15
113,2020-12-01 17:30:00,91.59,102.24,63.06,28.37,1214.98,1.5,50.78,16.09
114,2020-12-01 18:30:00,109.7,123.5,82.25,34.81,1615.52,0.24,21.1,21.03
115,2020-12-01 19:30:00,126.72,145.29,84.31,34.81,1895.9,1.98,6.08,24.83
116,2020-12-01 20:30:00,131.1,154.33,78.14,28.13,1895.9,2.57,4.2,25.59
117,2020-12-01 21:30:00,121.58,146.9,62.38,21.22,1642.23,0.92,8.85,24.83
118,2020-12-01 22:30:00,114.77,141.04,51.41,18.6,1495.36,0.64,10.1,25.08
119,2020-12-01 23:30:00,108.54,133.91,48.67,15.74,1388.55,0.95,7.33,23.56
120,2020-12-02 00:30:00,107.71,132.16,48.67,12.64,1375.2,2.49,2.66,21.53
121,2020-12-02 01:30:00,111.56,136.5,44.55,11.09,1415.25,4.25,0.82,20.01
122,2020-12-02 02:30:00,112.03,136.06,38.73,10.85,1348.5,3.74,1.04,17.48
123,2020-12-02 03:30:00,109.16,132.08,33.24,10.61,1241.68,2.63,1.57,15.96
124,2020-12-02 04:30:00,106.52,127.65,28.79,9.66,1161.58,2.1,2.1,12.16
125,2020-12-02 05:30:00,106.42,124.85,26.73,9.42,1121.52,2.74,1.81,9.12
126,2020-12-02 06:30:00,105.03,121.98,27.76,11.44,1121.52,5.2,1.38,9.63
127,2020-12-02 07:30:00,119.99,141.05,30.16,16.69,1455.31,19.67,0.51,13.93
128,2020-12-02 08:30:00,140.43,165.8,31.87,22.41,1922.61,42.47,3.89,18.49
129,2020-12-02 09:30:00,147.39,171.62,42.16,27.42,1976.01,38.89,15.02,20.77
130,2020-12-02 10:30:00,134.04,152.26,44.55,29.09,1508.71,16.76,50.78,19.25
131,2020-12-02 11:30:00,111.96,124.12,27.76,28.61,974.66,5.42,105.86,15.83
132,2020-12-02 12:30:00,77.55,83.12,6.94,20.74,433.92,0.91,141.62,5.76
133,2020-12-02 13:30:00,75.14,79.79,4.54,17.41,367.17,0.55,147.34,3.1
134,2020-12-02 14:30:00,72.8,77.41,4.46,15.74,350.48,0.5,147.34,2.91
135,2020-12-02 15:30:00,86.67,95.72,29.47,19.07,741.01,4.14,111.58,10.13
136,2020-12-02 16:30:00,107.37,121.77,61.69,22.89,1281.74,8.38,67.23,16.72
137,2020-12-02 17:30:00,126.33,145.84,95.96,26.23,1842.5,14.31,18.42,22.8
138,2020-12-02 18:30:00,140.53,164.68,94.59,30.04,2189.64,28.16,1.31,28.37
139,2020-12-02 19:30:00,144.05,171.69,76.77,27.66,2109.53,27.27,0.02,28.88
140,2020-12-02 20:30:00,135.08,162.74,65.12,22.41,1789.09,14.08,0.89,26.85
141,2020-12-02 21:30:00,98.96,116.42,37.36,17.17,1094.82,0.01,37.19,20.52
142,2020-12-02 22:30:00,94.68,111.23,32.9,17.17,1054.76,0.0,42.56,21.28
143,2020-12-02 23:30:00,96.7,112.32,36.33,15.97,1108.17,0.0,36.84,20.77
144,2020-12-03 00:30:00,95.68,109.07,36.33,13.59,1068.12,0.01,32.9,17.48
145,2020-12-03 01:30:00,93.93,106.15,30.5,12.16,1001.36,0.0,33.98,14.57
146,2020-12-03 02:30:00,91.19,102.72,24.33,11.44,907.9,0.0,36.12,13.43
147,2020-12-03 03:30:00,92.58,104.98,21.94,11.09,881.2,0.0,32.54,13.68
148,2020-12-03 04:30:00,97.24,111.57,22.62,10.97,921.25,0.02,24.32,13.68
149,2020-12-03 05:30:00,103.1,119.36,25.71,11.56,988.01,0.2,15.56,13.81
150,2020-12-03 06:30:00,112.49,131.63,31.87,14.66,1161.58,3.69,4.96,16.21
151,2020-12-03 07:30:00,141.18,168.12,34.27,23.37,1762.39,28.39,0.1,24.83
152,2020-12-03 08:30:00,177.3,211.58,35.99,32.9,2536.77,67.95,1.74,34.45
153,2020-12-03 09:30:00,179.82,210.5,47.98,36.24,2510.07,60.8,10.82,34.45
154,2020-12-03 10:30:00,169.43,192.61,56.21,36.24,2029.42,27.94,44.7,26.35
155,2020-12-03 11:30:00,151.32,166.46,38.04,38.15,1321.79,8.27,114.44,19.0
156,2020-12-03 12:30:00,94.69,100.72,8.4,27.66,527.38,1.1,164.51,7.47
157,2020-12-03 13:30:00,77.31,81.77,5.83,21.7,433.92,0.73,164.51,5.51
158,2020-12-03 14:30:00,70.97,75.0,6.0,19.31,420.57,0.73,163.08,4.94
159,2020-12-03 15:30:00,88.37,97.51,34.96,23.84,894.55,5.36,127.32,12.92
160,2020-12-03 16:30:00,123.37,140.08,78.83,29.56,1668.93,12.18,81.54,22.04
161,2020-12-03 17:30:00,153.71,176.94,126.12,32.9,2403.26,18.55,25.75,29.39
162,2020-12-03 18:30:00,175.09,205.09,131.61,36.24,2883.91,37.1,0.24,38.0
163,2020-12-03 19:30:00,191.37,230.22,111.04,33.85,3044.13,50.07,0.0,41.04
164,2020-12-03 20:30:00,193.16,239.02,91.85,28.13,2883.91,43.36,0.0,38.0
165,2020-12-03 21:30:00,167.43,207.3,80.88,22.89,2269.75,15.87,0.33,32.17
166,2020-12-03 22:30:00,143.37,176.35,67.17,20.5,1869.2,4.69,2.15,29.89
167,2020-12-03 23:30:00,120.25,147.68,55.52,16.93,1522.06,1.96,5.05,26.35
168,2020-12-04 00:30:00,104.72,127.25,48.67,13.59,1295.09,0.92,6.97,22.8
169,2020-12-04 01:30:00,101.74,121.93,42.84,12.4,1214.98,0.48,8.94,21.53
170,2020-12-04 02:30:00,101.79,119.66,35.64,12.16,1148.22,0.14,13.95,21.03
171,2020-12-04 03:30:00,103.55,120.51,30.16,11.8,1081.47,0.06,16.99,21.28
172,2020-12-04 04:30:00,106.28,123.51,27.76,12.28,1054.76,0.08,16.45,23.05
173,2020-12-04 05:30:00,111.88,130.07,29.47,14.78,1068.12,0.31,12.34,25.84
174,2020-12-04 06:30:00,123.81,144.6,36.33,20.98,1241.68,3.97,4.43,32.93
175,2020-12-04 07:30:00,156.44,185.43,40.78,33.38,1842.5,29.5,0.7,45.6
176,2020-12-04 08:30:00,198.06,235.95,46.61,46.73,2616.88,69.74,5.05,58.77
177,2020-12-04 09:30:00,215.96,250.6,64.43,49.11,2696.99,59.01,19.49,52.69
178,2020-12-04 10:30:00,223.74,249.76,69.23,41.96,2296.45,26.15,61.51,33.44
179,2020-12-04 11:30:00,200.99,217.2,41.13,37.67,1482.01,7.49,134.47,19.76
180,2020-12-04 12:30:00,127.04,133.65,8.23,24.56,540.73,1.01,173.09,3.83
181,2020-12-04 13:30:00,103.67,108.57,6.0,19.31,440.6,0.73,168.8,1.62
182,2020-12-04 14:30:00,93.23,97.64,6.34,17.88,417.23,0.75,164.51,1.65
183,2020-12-04 15:30:00,101.94,109.26,24.33,21.94,700.95,3.19,138.76,7.6
184,2020-12-04 16:30:00,127.77,140.26,58.95,28.85,1281.74,6.99,98.71,15.96
185,2020-12-04 17:30:00,152.72,169.64,101.45,32.9,1869.2,6.65,43.99,21.79
186,2020-12-04 18:30:00,179.4,201.69,126.12,35.29,2429.96,12.18,2.77,28.12
187,2020-12-04 19:30:00,212.18,242.16,113.79,36.72,2937.32,31.74,0.01,33.44
188,2020-12-04 20:30:00,241.7,281.01,106.93,36.72,3257.75,40.23,0.0,35.47
189,2020-12-04 21:30:00,261.83,305.82,97.33,34.33,3364.56,38.0,0.0,35.47
190,2020-12-04 22:30:00,258.87,302.95,83.63,28.61,3150.94,31.29,0.0,34.45
191,2020-12-04 23:30:00,222.9,261.08,69.23,19.55,2536.77,21.46,0.06,30.4
192,2020-12-05 00:30:00,177.61,206.6,59.63,12.16,1869.2,9.39,0.62,24.32
193,2020-12-05 01:30:00,144.65,166.69,47.98,8.7,1388.55,1.75,4.43,21.03
194,2020-12-05 02:30:00,121.1,138.71,34.62,7.45,1081.47,0.19,11.44,19.76
195,2020-12-05 03:30:00,107.23,122.96,26.73,6.86,934.6,0.09,13.95,19.51
196,2020-12-05 04:30:00,102.58,117.94,23.65,6.97,894.55,0.15,12.52,19.76
197,2020-12-05 05:30:00,103.82,119.18,24.68,7.63,921.25,0.46,8.85,19.25
198,2020-12-05 06:30:00,111.61,128.5,28.79,10.37,1068.12,3.33,3.4,20.52
199,2020-12-05 07:30:00,134.94,157.48,31.87,17.64,1508.71,20.56,0.11,27.87
200,2020-12-05 08:30:00,164.18,192.59,35.3,27.9,2082.82,47.83,1.79,38.51
201,2020-12-05 09:30:00,174.39,200.5,47.98,33.85,2082.82,39.79,13.77,39.52
202,2020-12-05 10:30:00,178.15,198.65,50.04,31.95,1789.09,19.0,47.92,28.12
203,2020-12-05 11:30:00,171.98,186.03,32.56,31.95,1255.04,6.31,111.58,19.51
204,2020-12-05 12:30:00,120.64,126.65,7.11,23.13,520.71,0.83,164.51,4.81
205,2020-12-05 13:30:00,107.45,112.21,4.54,18.84,427.25,0.5,168.8,1.74
206,2020-12-05 14:30:00,100.74,105.14,4.54,17.41,410.56,0.45,167.37,1.31
207,2020-12-05 15:30:00,103.75,109.72,15.59,18.84,567.44,1.59,147.34,5.19
208,2020-12-05 16:30:00,114.79,123.32,33.24,20.98,827.79,2.74,117.3,10.01
209,2020-12-05 17:30:00,123.85,134.72,52.09,21.22,1041.41,1.75,82.97,13.17
210,2020-12-05 18:30:00,133.03,147.18,61.69,20.98,1241.68,0.09,51.5,17.23
211,2020-12-05 19:30:00,150.02,170.03,65.8,21.94,1495.36,0.08,25.39,22.55
212,2020-12-05 20:30:00,166.09,192.19,65.12,21.94,1682.28,0.82,10.1,25.59
213,2020-12-05 21:30:00,178.0,207.64,58.95,21.22,1789.09,1.54,6.08,26.85
214,2020-12-05 22:30:00,180.89,209.91,50.72,18.6,1762.39,1.31,6.8,27.11
215,2020-12-05 23:30:00,163.2,186.94,42.84,13.71,1495.36,0.57,11.62,24.57
216,2020-12-06 00:30:00,134.66,151.44,33.24,9.66,1121.52,0.04,23.6,20.52
217,2020-12-06 01:30:00,118.15,131.54,26.73,8.82,934.6,0.01,29.68,18.75
218,2020-12-06 02:30:00,106.92,118.54,22.28,9.18,834.47,0.0,33.62,18.24
219,2020-12-06 03:30:00,100.45,111.45,19.71,9.18,787.74,0.0,33.98,18.49
220,2020-12-06 04:30:00,96.52,107.38,19.19,9.3,781.06,0.0,31.83,19.0
221,2020-12-06 05:30:00,95.02,105.98,20.91,9.89,807.76,0.01,28.61,19.76
222,2020-12-06 06:30:00,98.55,111.15,28.45,12.16,934.6,0.26,20.39,22.04
223,2020-12-06 07:30:00,118.42,136.54,43.18,17.88,1348.5,6.99,3.31,27.36
224,2020-12-06 08:30:00,140.77,164.07,44.55,23.13,1815.8,29.06,2.86,31.67
225,2020-12-06 09:30:00,146.95,168.92,46.61,26.7,1842.5,28.39,16.99,29.89
226,2020-12-06 10:30:00,144.27,161.17,42.5,27.9,1548.77,14.53,57.22,23.56
227,2020-12-06 11:30:00,125.92,136.67,24.68,27.9,1014.71,4.69,117.3,17.48
228,2020-12-06 12:30:00,80.19,84.6,5.06,18.36,420.57,0.69,150.2,5.45
229,2020-12-06 13:30:00,65.03,68.27,3.68,13.35,357.15,0.5,143.05,3.45
230,2020-12-06 14:30:00,58.05,60.9,3.64,11.33,337.12,0.47,137.33,3.26
231,2020-12-06 15:30:00,60.78,64.5,10.11,14.07,440.6,1.29,124.45,5.64
232,2020-12-06 16:30:00,71.81,77.4,23.99,19.31,660.9,2.32,107.29,9.88
233,2020-12-06 17:30:00,81.57,88.92,41.81,22.17,881.2,1.38,81.54,13.05
234,2020-12-06 18:30:00,101.73,113.58,71.29,25.27,1321.79,0.14,35.05,19.25
235,2020-12-06 19:30:00,135.75,154.58,86.37,28.61,1949.31,6.26,2.84,26.6
236,2020-12-06 20:30:00,167.21,193.27,78.83,28.85,2376.56,18.11,0.05,30.15
237,2020-12-06 21:30:00,186.05,216.54,71.97,26.23,2536.77,20.79,0.03,31.16
238,2020-12-06 22:30:00,189.0,221.43,63.75,21.46,2456.67,20.12,0.03,30.65
239,2020-12-06 23:30:00,163.73,192.31,53.47,14.42,2002.72,14.98,0.14,27.11
240,2020-12-07 00:30:00,126.7,147.44,45.24,9.42,1388.55,4.81,2.03,22.55
241,2020-12-07 01:30:00,107.15,123.03,37.01,9.42,1081.47,0.48,11.09,20.52
242,2020-12-07 02:30:00,96.48,109.24,27.76,10.01,907.9,0.02,24.68,18.24
243,2020-12-07 03:30:00,89.59,100.26,21.94,10.25,794.41,0.0,35.05,16.97
244,2020-12-07 04:30:00,87.53,97.28,19.54,10.61,747.68,0.0,38.98,16.72
245,2020-12-07 05:30:00,88.7,98.13,19.88,11.68,734.33,0.0,39.34,16.72
246,2020-12-07 06:30:00,95.26,105.89,25.71,14.19,827.79,0.04,33.62,17.99
247,2020-12-07 07:30:00,111.74,126.5,42.5,19.07,1134.87,1.12,15.38,21.79
248,2020-12-07 08:30:00,124.95,143.36,47.3,23.37,1428.6,12.18,10.64,24.83
249,2020-12-07 09:30:00,135.01,154.37,42.84,27.18,1562.12,20.34,24.32,26.09
250,2020-12-07 10:30:00,136.84,154.08,40.1,28.61,1441.96,14.19,51.5,24.57
251,2020-12-07 11:30:00,129.82,142.32,28.45,28.37,1081.47,5.92,104.43,20.01
252,2020-12-07 12:30:00,90.06,95.15,7.63,17.41,500.68,1.06,140.19,7.35
253,2020-12-07 13:30:00,74.91,78.55,5.18,12.88,410.56,0.69,140.19,4.56
254,2020-12-07 14:30:00,65.75,68.94,5.01,11.09,380.52,0.64,135.9,4.05
255,2020-12-07 15:30:00,68.24,72.76,13.71,14.19,514.03,1.84,121.59,6.97
256,2020-12-07 16:30:00,82.18,89.5,32.22,20.27,827.79,3.86,101.57,12.41
257,2020-12-07 17:30:00,95.33,105.11,55.52,24.32,1148.22,3.8,70.81,16.47
258,2020-12-07 18:30:00,105.81,118.07,70.6,25.75,1375.2,0.1,42.2,19.51
259,2020-12-07 19:30:00,110.54,125.18,62.38,22.17,1361.85,0.0,38.62,21.03
260,2020-12-07 20:30:00,109.0,125.27,48.67,17.41,1201.63,0.0,43.99,21.53
261,2020-12-07 21:30:00,100.1,115.46,35.3,15.02,1014.71,0.0,52.93,21.03
262,2020-12-07 22:30:00,94.07,107.86,29.47,15.26,934.6,0.0,58.65,20.52
263,2020-12-07 23:30:00,89.47,100.9,26.73,14.42,854.49,0.0,61.51,18.75
264,2020-12-08 00:30:00,83.66,92.39,23.31,12.16,734.33,0.0,61.51,16.47
265,2020-12-08 01:30:00,82.42,90.34,19.54,10.97,680.92,0.0,58.65,16.09
266,2020-12-08 02:30:00,84.09,92.02,16.97,10.61,660.9,0.0,55.79,16.72
267,2020-12-08 03:30:00,87.72,96.05,16.28,10.97,667.57,0.0,52.93,16.72
268,2020-12-08 04:30:00,92.5,101.34,16.62,11.8,687.6,0.0,50.07,16.21
269,2020-12-08 05:30:00,99.4,108.75,18.85,13.11,734.33,0.0,47.92,15.71
270,2020-12-08 06:30:00,111.89,123.16,26.73,16.21,867.84,0.01,40.41,16.72
271,2020-12-08 07:30:00,134.51,150.25,45.24,22.41,1214.98,0.92,23.6,21.53
272,2020-12-08 08:30:00,150.41,168.27,49.35,27.66,1468.66,9.61,25.03,23.05
273,2020-12-08 09:30:00,152.43,168.43,42.5,31.47,1388.55,10.62,46.49,21.53
274,2020-12-08 10:30:00,144.77,157.93,32.22,31.47,1174.93,7.26,81.54,19.25
275,2020-12-08 11:30:00,128.83,138.81,20.56,29.33,881.2,3.47,124.45,16.47
276,2020-12-08 12:30:00,78.14,82.8,6.0,15.74,453.95,0.82,138.76,6.52
277,2020-12-08 13:30:00,62.69,66.2,4.58,11.92,397.21,0.62,134.47,4.69
278,2020-12-08 14:30:00,60.81,64.18,4.71,11.56,387.19,0.58,135.9,4.5
279,2020-12-08 15:30:00,72.47,78.57,21.76,17.41,674.25,2.79,118.73,9.75
280,2020-12-08 16:30:00,94.92,105.49,52.09,25.27,1188.28,5.53,88.69,16.97
281,2020-12-08 17:30:00,110.78,125.29,87.74,28.13,1642.23,4.64,42.2,22.04
282,2020-12-08 18:30:00,115.1,133.58,101.45,26.46,1815.8,2.07,7.87,25.33
283,2020-12-08 19:30:00,118.29,140.96,86.37,24.32,1815.8,3.91,3.09,27.87
284,2020-12-08 20:30:00,121.65,147.38,74.71,22.17,1789.09,3.1,3.76,28.37
285,2020-12-08 21:30:00,131.54,160.08,67.86,21.46,1895.9,3.86,2.73,29.89
286,2020-12-08 22:30:00,139.94,172.02,62.38,21.46,1976.01,7.15,0.92,31.92
287,2020-12-08 23:30:00,126.94,157.23,56.89,19.55,1735.69,6.37,1.24,30.65
288,2020-12-09 00:30:00,105.89,131.12,50.72,16.45,1375.2,2.85,2.86,29.39
289,2020-12-09 01:30:00,93.22,115.0,40.44,13.59,1134.87,0.95,5.81,27.11
290,2020-12-09 02:30:00,86.79,106.08,31.19,11.44,988.01,0.36,8.85,24.57
291,2020-12-09 03:30:00,84.78,102.73,26.05,9.66,907.9,0.27,9.84,22.8
292,2020-12-09 04:30:00,89.04,106.32,24.68,9.54,921.25,0.29,10.1,20.77
